name ts   x y z   roll pitch yaw  err delay
QR_4 1776353926.323922000 0.998721   0.999928 0.99698 0.000189304   -0.000734212 1.53996 0.0001   0.000147
HR_6 1776353926.333922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.4e-05
QR_4 1776353926.333922000 0.998712   0.999929 0.996929 -9.37049e-05   -0.000921897 1.54094 0.0001   5.4e-05
HR_6 1776353926.343923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1e-05
QR_4 1776353926.343923000 0.998698   0.999935 0.996899 -0.000205104   -0.00100194 1.54148 0.0001   1e-05
HR_6 1776353926.353923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000207
QR_4 1776353926.353923000 0.998677   0.999931 0.996862 -0.000226202   -0.000944807 1.54236 0.0001   0.000207
HR_6 1776353926.363923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.4e-05
QR_4 1776353926.363923000 0.998657   0.99993 0.996836 -0.000309527   -0.000861903 1.54262 0.0001   3.4e-05
HR_6 1776353926.373923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000148
QR_4 1776353926.373923000 0.998637   0.999939 0.996781 -0.000318196   -0.000723008 1.54289 0.0001   0.000148
HR_6 1776353926.383923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7e-06
QR_4 1776353926.383923000 0.998612   0.999944 0.996771 -0.000238803   -0.00064505 1.54358 0.0001   7e-06
HR_6 1776353926.393923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.4e-05
QR_4 1776353926.393923000 0.998581   0.99996 0.996718 -0.000210584   -0.000591225 1.54369 0.0001   4.4e-05
HR_6 1776353926.403923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.5e-05
QR_4 1776353926.403923000 0.998550   1.00001 0.996712 -8.89376e-05   -0.000495623 1.54287 0.0001   3.5e-05
HR_6 1776353926.413923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.1e-05
QR_4 1776353926.413923000 0.998529   1.00004 0.996712 3.06466e-05   -0.000396938 1.54265 0.0001   6.1e-05
HR_6 1776353926.423923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   8.7e-05
QR_4 1776353926.423923000 0.998500   1.00008 0.996701 0.000266818   -0.000350685 1.54226 0.0001   8.7e-05
HR_6 1776353926.433923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.5e-05
QR_4 1776353926.433923000 0.998481   1.00013 0.996698 0.000308921   -0.000246886 1.54165 0.0001   2.5e-05
HR_6 1776353926.443924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.2e-05
QR_4 1776353926.443924000 0.998474   1.00017 0.996706 0.000369704   -0.000227442 1.54153 0.0001   4.2e-05
HR_6 1776353926.453924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4e-06
QR_4 1776353926.453924000 0.998455   1.00022 0.996804 0.00066262   -0.000181805 1.54146 0.0001   4e-06
HR_6 1776353926.463924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1e-06
QR_4 1776353926.463924000 0.998422   1.00029 0.996915 0.00089511   -0.000116499 1.54106 0.0001   1e-06
HR_6 1776353926.473924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.001017
QR_4 1776353926.473924000 0.998384   1.00035 0.997079 0.00126117   2.36138e-05 1.54069 0.0001   0.001017
HR_6 1776353926.483924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.3e-05
QR_4 1776353926.483924000 0.998347   1.0004 0.997259 0.00160572   0.000199842 1.54045 0.0001   1.3e-05
HR_6 1776353926.493924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.1e-05
QR_4 1776353926.493924000 0.998288   1.00048 0.997486 0.00182452   0.000418058 1.54014 0.0001   1.1e-05
HR_6 1776353926.503924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.8e-05
QR_4 1776353926.503924000 0.998249   1.00054 0.997642 0.00186389   0.000583346 1.54001 0.0001   4.8e-05
HR_6 1776353926.513924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.7e-05
QR_4 1776353926.513924000 0.998206   1.00062 0.997839 0.00182285   0.000722067 1.53976 0.0001   4.7e-05
HR_6 1776353926.523924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.2e-05
QR_4 1776353926.523924000 0.998174   1.00069 0.998044 0.00167209   0.000587389 1.53958 0.0001   6.2e-05
HR_6 1776353926.533924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.9e-05
QR_4 1776353926.533924000 0.998143   1.00077 0.99824 0.00154955   0.000459489 1.53961 0.0001   4.9e-05
HR_6 1776353926.543924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000313
QR_4 1776353926.543924000 0.998121   1.00084 0.998418 0.00154334   0.000442657 1.53959 0.0001   0.000313
HR_6 1776353926.553924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.7e-05
QR_4 1776353926.553924000 0.998095   1.00092 0.99858 0.00151223   0.000586103 1.53958 0.0001   5.7e-05
HR_6 1776353926.563924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.8e-05
QR_4 1776353926.563924000 0.998060   1.001 0.998739 0.00156863   0.000673253 1.53987 0.0001   1.8e-05
HR_6 1776353926.573925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.8e-05
QR_4 1776353926.573925000 0.998025   1.00106 0.99886 0.00179781   0.000605789 1.54021 0.0001   5.8e-05
HR_6 1776353926.583925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.1e-05
QR_4 1776353926.583925000 0.998007   1.0011 0.998972 0.00208269   0.000591588 1.54019 0.0001   5.1e-05
HR_6 1776353926.593925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3e-06
QR_4 1776353926.593925000 0.997997   1.00117 0.999139 0.00220736   0.000429054 1.54006 0.0001   3e-06
HR_6 1776353926.603925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.2e-05
QR_4 1776353926.603925000 0.997983   1.00123 0.99926 0.00217949   0.000348632 1.54 0.0001   4.2e-05
HR_6 1776353926.613925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3e-05
QR_4 1776353926.613925000 0.997990   1.00132 0.999452 0.00217895   -7.76824e-05 1.53935 0.0001   3e-05
HR_6 1776353926.623925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.6e-05
QR_4 1776353926.623925000 0.997998   1.00138 0.999586 0.00214918   -0.000467364 1.53897 0.0001   2.6e-05
HR_6 1776353926.633925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.2e-05
QR_4 1776353926.633925000 0.998015   1.00146 0.999747 0.00212475   -0.000950266 1.53879 0.0001   3.2e-05
HR_6 1776353926.643925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.2e-05
QR_4 1776353926.643925000 0.998032   1.00154 0.999868 0.00201021   -0.00111173 1.53854 0.0001   4.2e-05
HR_6 1776353926.653925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.4e-05
QR_4 1776353926.653925000 0.998041   1.0016 1.00003 0.00185226   -0.000916435 1.53876 0.0001   4.4e-05
HR_6 1776353926.663925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.4e-05
QR_4 1776353926.663925000 0.998045   1.00167 1.00023 0.00162462   -0.00066335 1.53996 0.0001   6.4e-05
HR_6 1776353926.673926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.6e-05
QR_4 1776353926.673926000 0.998045   1.00175 1.00045 0.00144689   -0.000577023 1.54089 0.0001   2.6e-05
HR_6 1776353926.683926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.6e-05
QR_4 1776353926.683926000 0.998062   1.00182 1.00069 0.00134078   -0.000824106 1.54153 0.0001   4.6e-05
HR_6 1776353926.693926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7.2e-05
QR_4 1776353926.693926000 0.998073   1.00189 1.00095 0.0012029   -0.00114039 1.54291 0.0001   7.2e-05
HR_6 1776353926.703926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.5e-05
QR_4 1776353926.703926000 0.998088   1.00198 1.00122 0.00100689   -0.00126186 1.5441 0.0001   3.5e-05
HR_6 1776353926.713926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7.2e-05
QR_4 1776353926.713926000 0.998117   1.00205 1.00146 0.0008908   -0.00127558 1.54499 0.0001   7.2e-05
HR_6 1776353926.723926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000481
QR_4 1776353926.723926000 0.998124   1.00215 1.0017 0.000930795   -0.00138283 1.54648 0.0001   0.000481
HR_6 1776353926.733926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7.7e-05
QR_4 1776353926.733926000 0.998117   1.00225 1.0019 0.00109428   -0.00142322 1.54808 0.0001   7.7e-05
HR_6 1776353926.743926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.7e-05
QR_4 1776353926.743926000 0.998129   1.00233 1.00205 0.00121858   -0.00149904 1.54923 0.0001   4.7e-05
HR_6 1776353926.753926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.6e-05
QR_4 1776353926.753926000 0.998146   1.00243 1.00221 0.00103247   -0.00203125 1.55084 0.0001   6.6e-05
HR_6 1776353926.763926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.4e-05
QR_4 1776353926.763926000 0.998165   1.00256 1.00233 0.000771931   -0.0027178 1.55241 0.0001   4.4e-05
HR_6 1776353926.773927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.7e-05
QR_4 1776353926.773927000 0.998181   1.00268 1.00243 0.000477944   -0.0034189 1.55409 0.0001   5.7e-05
HR_6 1776353926.783927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7e-05
QR_4 1776353926.783927000 0.998189   1.00277 1.0025 0.000221035   -0.00389466 1.55584 0.0001   7e-05
HR_6 1776353926.793927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.6e-05
QR_4 1776353926.793927000 0.998198   1.00287 1.00258 2.06315e-05   -0.00403375 1.55697 0.0001   5.6e-05
HR_6 1776353926.803927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.001193
QR_4 1776353926.803927000 0.998220   1.00295 1.00265 -0.000128887   -0.00405647 1.55833 0.0001   0.001193
HR_6 1776353926.813927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.5e-05
QR_4 1776353926.813927000 0.998233   1.00302 1.00278 -0.000336987   -0.00404411 1.5599 0.0001   5.5e-05
HR_6 1776353926.823927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   9.9e-05
QR_4 1776353926.823927000 0.998248   1.00311 1.00292 -0.000585669   -0.00405992 1.56068 0.0001   9.9e-05
HR_6 1776353926.833923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0
QR_4 1776353926.833923000 0.998270   1.0032 1.00306 -0.000784244   -0.00419966 1.56208 0.0001   0
HR_6 1776353926.843923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.5e-05
QR_4 1776353926.843923000 0.998286   1.00326 1.00319 -0.000990964   -0.00452138 1.5638 0.0001   6.5e-05
HR_6 1776353926.853923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.8e-05
QR_4 1776353926.853923000 0.998294   1.00335 1.00335 -0.00130354   -0.00497209 1.56504 0.0001   4.8e-05
HR_6 1776353926.863923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.5e-05
QR_4 1776353926.863923000 0.998287   1.00341 1.00346 -0.0015765   -0.00529888 1.56617 0.0001   3.5e-05
HR_6 1776353926.873923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.1e-05
QR_4 1776353926.873923000 0.998299   1.00347 1.00355 -0.00190712   -0.00559923 1.5682 0.0001   5.1e-05
HR_6 1776353926.883923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5e-05
QR_4 1776353926.883923000 0.998314   1.00351 1.00359 -0.00211892   -0.00573242 1.56948 0.0001   5e-05
HR_6 1776353926.893923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.7e-05
QR_4 1776353926.893923000 0.998310   1.00357 1.00366 -0.00219985   -0.00570691 1.57094 0.0001   5.7e-05
HR_6 1776353926.903923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.1e-05
QR_4 1776353926.903923000 0.998311   1.00363 1.00367 -0.00213602   -0.00558309 1.57263 0.0001   3.1e-05
HR_6 1776353926.913923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1e-05
QR_4 1776353926.913923000 0.998327   1.00364 1.00368 -0.00201945   -0.00550405 1.57353 0.0001   1e-05
HR_6 1776353926.923923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0
QR_4 1776353926.923923000 0.998328   1.00364 1.00363 -0.00117107   -0.00534812 1.57464 0.0001   0
HR_6 1776353926.933923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000598
QR_4 1776353926.933923000 0.998346   1.00366 1.00353 0.00032036   -0.00512446 1.57594 0.0001   0.000598
HR_6 1776353926.943923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7e-06
QR_4 1776353926.943923000 0.998387   1.00368 1.00344 0.00114645   -0.00505097 1.57684 0.0001   7e-06
HR_6 1776353926.953923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6e-05
QR_4 1776353926.953923000 0.998437   1.00371 1.00332 0.000566438   -0.00546406 1.57784 0.0001   6e-05
HR_6 1776353926.963923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.001203
QR_4 1776353926.963923000 0.998544   1.00375 1.00318 -0.00491567   -0.00748924 1.57901 0.0001   0.001203
HR_6 1776353926.973923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.2e-05
QR_4 1776353926.973923000 0.998647   1.00383 1.00313 -0.0133712   -0.00992068 1.58046 0.0001   1.2e-05
HR_6 1776353926.983923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7.2e-05
QR_4 1776353926.983923000 0.998826   1.0039 1.00301 -0.0287481   -0.0147483 1.58204 0.0001   7.2e-05
HR_6 1776353926.993923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7e-06
QR_4 1776353926.993923000 0.999031   1.00404 1.00278 -0.0496085   -0.0214481 1.58413 0.0001   7e-06
HR_6 1776353927.003923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000791
QR_4 1776353927.003923000 0.999264   1.00417 1.0024 -0.0756838   -0.0301912 1.58605 0.0001   0.000791
HR_6 1776353927.013923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.9e-05
QR_4 1776353927.013923000 0.999424   1.00427 1.00192 -0.0994958   -0.0385971 1.58758 0.0001   2.9e-05
HR_6 1776353927.023923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1e-05
QR_4 1776353927.023923000 0.999587   1.00441 1.001 -0.131362   -0.0501611 1.59026 0.0001   1e-05
HR_6 1776353927.033924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.7e-05
QR_4 1776353927.033924000 0.999691   1.00456 0.999624 -0.163761   -0.0625999 1.59336 0.0001   3.7e-05
HR_6 1776353927.043924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   8e-06
QR_4 1776353927.043924000 0.999733   1.0047 0.997817 -0.194678   -0.0759701 1.59601 0.0001   8e-06
HR_6 1776353927.053924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.3e-05
QR_4 1776353927.053924000 0.999595   1.00483 0.995575 -0.223216   -0.0901058 1.5995 0.0001   4.3e-05
HR_6 1776353927.063924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6e-06
QR_4 1776353927.063924000 0.999297   1.00486 0.992962 -0.247875   -0.105458 1.60261 0.0001   6e-06
HR_6 1776353927.073924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.2e-05
QR_4 1776353927.073924000 0.998766   1.00487 0.990035 -0.267981   -0.121465 1.60629 0.0001   2.2e-05
HR_6 1776353927.083924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.1e-05
QR_4 1776353927.083924000 0.997822   1.00471 0.986161 -0.285691   -0.141416 1.61054 0.0001   3.1e-05
HR_6 1776353927.093924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.9e-05
QR_4 1776353927.093924000 0.997025   1.00453 0.983392 -0.293568   -0.155042 1.61268 0.0001   2.9e-05
HR_6 1776353927.103924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.5e-05
QR_4 1776353927.103924000 0.995774   1.00421 0.979756 -0.299951   -0.171731 1.61473 0.0001   4.5e-05
HR_6 1776353927.113924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.3e-05
QR_4 1776353927.113924000 0.994247   1.00369 0.975978 -0.30277   -0.187588 1.61643 0.0001   2.3e-05
HR_6 1776353927.123924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.4e-05
QR_4 1776353927.123924000 0.992785   1.00317 0.972877 -0.304077   -0.199092 1.61694 0.0001   4.4e-05
HR_6 1776353927.133925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.001338
QR_4 1776353927.133925000 0.990727   1.00239 0.968884 -0.305232   -0.211339 1.61703 0.0001   0.001338
HR_6 1776353927.143925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3e-05
QR_4 1776353927.143925000 0.988415   1.00135 0.964775 -0.306002   -0.221785 1.61565 0.0001   3e-05
HR_6 1776353927.153925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.1e-05
QR_4 1776353927.153925000 0.986429   1.00039 0.961391 -0.306137   -0.228777 1.61366 0.0001   5.1e-05
HR_6 1776353927.163925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.1e-05
QR_4 1776353927.163925000 0.983740   0.998957 0.957001 -0.30523   -0.236131 1.61014 0.0001   3.1e-05
HR_6 1776353927.173925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.4e-05
QR_4 1776353927.173925000 0.980784   0.997325 0.952428 -0.303684   -0.242061 1.60565 0.0001   4.4e-05
HR_6 1776353927.183925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.001877
QR_4 1776353927.183925000 0.976924   0.99504 0.946668 -0.300331   -0.247303 1.5995 0.0001   0.001877
HR_6 1776353927.193925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2e-05
QR_4 1776353927.193925000 0.973450   0.992895 0.94165 -0.296645   -0.250685 1.59284 0.0001   2e-05
HR_6 1776353927.203925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.7e-05
QR_4 1776353927.203925000 0.970502   0.991036 0.937507 -0.293291   -0.252586 1.5875 0.0001   4.7e-05
HR_6 1776353927.213925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.001312
QR_4 1776353927.213925000 0.965773   0.987983 0.931016 -0.288076   -0.25496 1.57909 0.0001   0.001312
HR_6 1776353927.223925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.1e-05
QR_4 1776353927.223925000 0.961583   0.985194 0.925467 -0.282843   -0.257284 1.57175 0.0001   2.1e-05
HR_6 1776353927.233926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.8e-05
QR_4 1776353927.233926000 0.958018   0.982788 0.920943 -0.277903   -0.259334 1.56582 0.0001   5.8e-05
HR_6 1776353927.243926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5e-05
QR_4 1776353927.243926000 0.953360   0.979581 0.915189 -0.271375   -0.2616 1.55909 0.0001   5e-05
HR_6 1776353927.253926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000591
QR_4 1776353927.253926000 0.948381   0.976105 0.909283 -0.263589   -0.26378 1.55108 0.0001   0.000591
HR_6 1776353927.263926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000147
QR_4 1776353927.263926000 0.944218   0.973153 0.904483 -0.256556   -0.265189 1.54459 0.0001   0.000147
HR_6 1776353927.273926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   8e-05
QR_4 1776353927.273926000 0.937649   0.968406 0.897148 -0.245497   -0.266439 1.53427 0.0001   8e-05
HR_6 1776353927.283926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.7e-05
QR_4 1776353927.283926000 0.931923   0.964238 0.890938 -0.236175   -0.266516 1.52521 0.0001   5.7e-05
HR_6 1776353927.293926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.4e-05
QR_4 1776353927.293926000 0.926015   0.959741 0.884619 -0.227433   -0.265708 1.5162 0.0001   5.4e-05
HR_6 1776353927.303926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.8e-05
QR_4 1776353927.303926000 0.921116   0.956 0.879513 -0.220052   -0.26429 1.50887 0.0001   4.8e-05
HR_6 1776353927.313926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.5e-05
QR_4 1776353927.313926000 0.914792   0.951126 0.873051 -0.210607   -0.262027 1.49885 0.0001   4.5e-05
HR_6 1776353927.323926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000204
QR_4 1776353927.323926000 0.908229   0.946028 0.866509 -0.201239   -0.259332 1.48876 0.0001   0.000204
HR_6 1776353927.333927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.3e-05
QR_4 1776353927.333927000 0.901487   0.940695 0.859878 -0.191747   -0.256204 1.47822 0.0001   3.3e-05
HR_6 1776353927.343927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1e-05
QR_4 1776353927.343927000 0.894493   0.935154 0.853176 -0.181446   -0.252641 1.46728 0.0001   1e-05
HR_6 1776353927.353927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.5e-05
QR_4 1776353927.353927000 0.887271   0.929372 0.846385 -0.170745   -0.248707 1.45556 0.0001   1.5e-05
HR_6 1776353927.363927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000598
QR_4 1776353927.363927000 0.881383   0.924598 0.840879 -0.162693   -0.245034 1.44635 0.0001   0.000598
HR_6 1776353927.373927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.5e-05
QR_4 1776353927.373927000 0.873952   0.918454 0.833966 -0.153264   -0.239336 1.436 0.0001   4.5e-05
HR_6 1776353927.383927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.7e-05
QR_4 1776353927.383927000 0.867920   0.91338 0.828416 -0.14594   -0.2347 1.4277 0.0001   2.7e-05
HR_6 1776353927.393927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.001198
QR_4 1776353927.393927000 0.861752   0.908242 0.822851 -0.138892   -0.229654 1.41955 0.0001   0.001198
HR_6 1776353927.403927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2e-05
QR_4 1776353927.403927000 0.852315   0.900278 0.814469 -0.128459   -0.221406 1.40694 0.0001   2e-05
HR_6 1776353927.413927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.8e-05
QR_4 1776353927.413927000 0.844243   0.893401 0.807479 -0.119938   -0.213971 1.3965 0.0001   1.8e-05
