name ts   x y z   roll pitch yaw  err delay
HR_6 1776353917.003929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000171
QR_4 1776353917.003929000 0.052627   0.0579494 0.0307581 -0.0132397   0.00758125 0.0848884 0.0001   0.000171
HR_6 1776353917.013929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.2e-05
QR_4 1776353917.013929000 0.052704   0.0581003 0.0310406 -0.0181673   0.0104064 0.0849248 0.0001   4.2e-05
HR_6 1776353917.023929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.8e-05
QR_4 1776353917.023929000 0.052788   0.0582783 0.0313548 -0.0236233   0.0135489 0.0849717 0.0001   6.8e-05
HR_6 1776353917.033930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.6e-05
QR_4 1776353917.033930000 0.052859   0.0584327 0.0316192 -0.0280519   0.0161926 0.0848189 0.0001   3.6e-05
HR_6 1776353917.043930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.1e-05
QR_4 1776353917.043930000 0.052951   0.0585964 0.0319545 -0.0341632   0.0195469 0.0850979 0.0001   5.1e-05
HR_6 1776353917.053930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.1e-05
QR_4 1776353917.053930000 0.053065   0.0588284 0.0323765 -0.0413879   0.0237678 0.0849922 0.0001   2.1e-05
HR_6 1776353917.063930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.4e-05
QR_4 1776353917.063930000 0.053162   0.0590367 0.0327298 -0.0477717   0.0273013 0.0848985 0.0001   2.4e-05
HR_6 1776353917.073930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.8e-05
QR_4 1776353917.073930000 0.053256   0.0591869 0.0330266 -0.0528137   0.0302709 0.084985 0.0001   2.8e-05
HR_6 1776353917.083930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.5e-05
QR_4 1776353917.083930000 0.053330   0.0594387 0.0333889 -0.0593136   0.0339848 0.0843272 0.0001   1.5e-05
HR_6 1776353917.093930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.3e-05
QR_4 1776353917.093930000 0.053435   0.0597081 0.0337725 -0.0658601   0.0378187 0.0836919 0.0001   4.3e-05
HR_6 1776353917.103930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.8e-05
QR_4 1776353917.103930000 0.053542   0.0599726 0.0341456 -0.0722292   0.0415483 0.0830434 0.0001   1.8e-05
HR_6 1776353917.113930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000959
QR_4 1776353917.113930000 0.053626   0.0602838 0.0345235 -0.0787833   0.0453263 0.0819887 0.0001   0.000959
HR_6 1776353917.123930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.7e-05
QR_4 1776353917.123930000 0.053732   0.0605984 0.0348608 -0.0850761   0.0486978 0.0808088 0.0001   4.7e-05
HR_6 1776353917.133931000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   8e-06
QR_4 1776353917.133931000 0.053779   0.0608783 0.0353091 -0.0908649   0.0520202 0.079765 0.0001   8e-06
HR_6 1776353917.143928000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1e-06
QR_4 1776353917.143928000 0.053808   0.0611457 0.0358347 -0.0951964   0.0553387 0.0782134 0.0001   1e-06
HR_6 1776353917.153929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000112
QR_4 1776353917.153929000 0.053830   0.0613817 0.0363226 -0.0988874   0.0590178 0.0766381 0.0001   0.000112
HR_6 1776353917.163929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000451
QR_4 1776353917.163929000 0.053821   0.0615836 0.0366892 -0.10137   0.0621318 0.075156 0.0001   0.000451
HR_6 1776353917.173929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.5e-05
QR_4 1776353917.173929000 0.053833   0.0618297 0.0371196 -0.104098   0.066379 0.0733305 0.0001   2.5e-05
HR_6 1776353917.183929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.2e-05
QR_4 1776353917.183929000 0.053831   0.0620293 0.0374743 -0.106088   0.0699022 0.0715123 0.0001   3.2e-05
HR_6 1776353917.193929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000237
QR_4 1776353917.193929000 0.053847   0.062256 0.0379171 -0.108576   0.0746342 0.0696478 0.0001   0.000237
HR_6 1776353917.203929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6e-06
QR_4 1776353917.203929000 0.053855   0.062498 0.0383228 -0.110851   0.0793662 0.0675514 0.0001   6e-06
HR_6 1776353917.213929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.5e-05
QR_4 1776353917.213929000 0.053896   0.0626724 0.0386865 -0.11252   0.0829015 0.0658191 0.0001   3.5e-05
HR_6 1776353917.223929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000153
QR_4 1776353917.223929000 0.053927   0.0629835 0.039208 -0.115101   0.0885983 0.063753 0.0001   0.000153
HR_6 1776353917.233929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.2e-05
QR_4 1776353917.233929000 0.053955   0.0632446 0.0396553 -0.117243   0.0932299 0.0610694 0.0001   2.2e-05
HR_6 1776353917.243929000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.002628
QR_4 1776353917.243929000 0.054044   0.0635708 0.0401579 -0.119738   0.0988516 0.0583561 0.0001   0.002628
HR_6 1776353917.253930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.8e-05
QR_4 1776353917.253930000 0.054090   0.0637146 0.0404118 -0.121018   0.101695 0.0569268 0.0001   4.8e-05
HR_6 1776353917.263930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.6e-05
QR_4 1776353917.263930000 0.054127   0.0640297 0.040951 -0.123753   0.107299 0.0536774 0.0001   1.6e-05
HR_6 1776353917.273930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000119
QR_4 1776353917.273930000 0.054169   0.0642717 0.0413003 -0.125483   0.111099 0.0519934 0.0001   0.000119
HR_6 1776353917.283930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.5e-05
QR_4 1776353917.283930000 0.054227   0.0645736 0.0418462 -0.128205   0.116837 0.0491097 0.0001   1.5e-05
HR_6 1776353917.293930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.9e-05
QR_4 1776353917.293930000 0.054248   0.064782 0.0422448 -0.130167   0.120565 0.0471883 0.0001   1.9e-05
HR_6 1776353917.303930000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1e-06
QR_4 1776353917.303930000 0.054310   0.0651178 0.0428077 -0.133307   0.126096 0.0444203 0.0001   1e-06
HR_6 1776353917.313918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0
QR_4 1776353917.313918000 0.054338   0.0653398 0.0431695 -0.135151   0.129778 0.0424794 0.0001   0
HR_6 1776353917.323918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.8e-05
QR_4 1776353917.323918000 0.054380   0.065599 0.0435372 -0.137044   0.133469 0.0400518 0.0001   3.8e-05
HR_6 1776353917.333918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.6e-05
QR_4 1776353917.333918000 0.054480   0.065957 0.0440785 -0.14033   0.13856 0.0367486 0.0001   5.6e-05
HR_6 1776353917.343918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000288
QR_4 1776353917.343918000 0.054514   0.0663088 0.0445205 -0.142995   0.1428 0.0343892 0.0001   0.000288
HR_6 1776353917.353918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   7.8e-05
QR_4 1776353917.353918000 0.054553   0.0666721 0.0449964 -0.145806   0.146814 0.0312729 0.0001   7.8e-05
HR_6 1776353917.363918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5e-05
QR_4 1776353917.363918000 0.054612   0.0669438 0.0453412 -0.148062   0.150034 0.0294482 0.0001   5e-05
HR_6 1776353917.373918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.2e-05
QR_4 1776353917.373918000 0.054685   0.0672903 0.0457784 -0.150564   0.154224 0.0274177 0.0001   6.2e-05
HR_6 1776353917.383918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.4e-05
QR_4 1776353917.383918000 0.054798   0.0675793 0.04612 -0.152483   0.157406 0.0254466 0.0001   5.4e-05
HR_6 1776353917.393918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.6e-05
QR_4 1776353917.393918000 0.054951   0.0678724 0.0464395 -0.154355   0.160649 0.0238925 0.0001   4.6e-05
HR_6 1776353917.403918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.5e-05
QR_4 1776353917.403918000 0.055149   0.0682973 0.046858 -0.156907   0.164449 0.0216507 0.0001   2.5e-05
HR_6 1776353917.413918000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000147
QR_4 1776353917.413918000 0.055423   0.0687518 0.047261 -0.159624   0.168056 0.0191084 0.0001   0.000147
HR_6 1776353917.423919000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.1e-05
QR_4 1776353917.423919000 0.055779   0.0692709 0.0476473 -0.162533   0.171259 0.0170642 0.0001   2.1e-05
HR_6 1776353917.433919000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   7.1e-05
QR_4 1776353917.433919000 0.056114   0.0697577 0.0479623 -0.165064   0.173616 0.0147127 0.0001   7.1e-05
HR_6 1776353917.443919000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.6e-05
QR_4 1776353917.443919000 0.056616   0.0704214 0.0483465 -0.168165   0.176358 0.0114307 0.0001   5.6e-05
HR_6 1776353917.453919000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.8e-05
QR_4 1776353917.453919000 0.057209   0.071145 0.0486837 -0.171685   0.178284 0.00906026 0.0001   2.8e-05
HR_6 1776353917.463919000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2e-05
QR_4 1776353917.463919000 0.057882   0.0719751 0.0490061 -0.175133   0.18004 0.00661207 0.0001   2e-05
HR_6 1776353917.473919000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.9e-05
QR_4 1776353917.473919000 0.058643   0.0729105 0.0493593 -0.178227   0.18193 0.00409526 0.0001   2.9e-05
HR_6 1776353917.483919000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.5e-05
QR_4 1776353917.483919000 0.059353   0.0737435 0.0495984 -0.180441   0.183453 0.00228094 0.0001   3.5e-05
HR_6 1776353917.493919000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.9e-05
QR_4 1776353917.493919000 0.060571   0.0751917 0.04989 -0.18356   0.185685 -0.000643337 0.0001   2.9e-05
HR_6 1776353917.503919000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000901
QR_4 1776353917.503919000 0.061632   0.0765042 0.0501842 -0.185833   0.187489 -0.00291873 0.0001   0.000901
HR_6 1776353917.513919000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.3e-05
QR_4 1776353917.513919000 0.062873   0.0779552 0.0504184 -0.187877   0.189538 -0.00525985 0.0001   1.3e-05
HR_6 1776353917.523920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   7e-06
QR_4 1776353917.523920000 0.064222   0.0795325 0.0507408 -0.189563   0.190523 -0.00751272 0.0001   7e-06
HR_6 1776353917.533920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4e-05
QR_4 1776353917.533920000 0.065410   0.0809416 0.0509652 -0.190752   0.191108 -0.00893588 0.0001   4e-05
HR_6 1776353917.543920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.7e-05
QR_4 1776353917.543920000 0.067439   0.0832697 0.051247 -0.192298   0.191627 -0.011203 0.0001   3.7e-05
HR_6 1776353917.553920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.6e-05
QR_4 1776353917.553920000 0.069331   0.0854005 0.0514585 -0.193262   0.191596 -0.0132364 0.0001   1.6e-05
HR_6 1776353917.563920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.2e-05
QR_4 1776353917.563920000 0.071363   0.0876983 0.051646 -0.193562   0.191093 -0.0146761 0.0001   6.2e-05
HR_6 1776353917.573920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.6e-05
QR_4 1776353917.573920000 0.073558   0.0901996 0.0517956 -0.193154   0.19056 -0.0155097 0.0001   2.6e-05
HR_6 1776353917.583920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.9e-05
QR_4 1776353917.583920000 0.075950   0.0928978 0.0519585 -0.192871   0.190272 -0.0166762 0.0001   4.9e-05
HR_6 1776353917.593920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   7.7e-05
QR_4 1776353917.593920000 0.077986   0.0951686 0.0521113 -0.19263   0.190118 -0.0172273 0.0001   7.7e-05
HR_6 1776353917.603920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.7e-05
QR_4 1776353917.603920000 0.080709   0.0981911 0.0523034 -0.192382   0.189706 -0.0178755 0.0001   5.7e-05
HR_6 1776353917.613920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000438
QR_4 1776353917.613920000 0.083655   0.101424 0.0525108 -0.192156   0.189036 -0.0188633 0.0001   0.000438
HR_6 1776353917.623921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.5e-05
QR_4 1776353917.623921000 0.087458   0.105542 0.0527543 -0.19112   0.187907 -0.0197957 0.0001   3.5e-05
HR_6 1776353917.633921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.8e-05
QR_4 1776353917.633921000 0.090153   0.108418 0.0529494 -0.190214   0.186967 -0.020151 0.0001   6.8e-05
HR_6 1776353917.643921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.2e-05
QR_4 1776353917.643921000 0.093674   0.112255 0.0532048 -0.189164   0.18549 -0.0207342 0.0001   5.2e-05
HR_6 1776353917.653921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.1e-05
QR_4 1776353917.653921000 0.097422   0.11629 0.0534662 -0.187536   0.183783 -0.0213368 0.0001   5.1e-05
HR_6 1776353917.663921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.1e-05
QR_4 1776353917.663921000 0.101348   0.120475 0.0537578 -0.18548   0.181889 -0.0217301 0.0001   5.1e-05
HR_6 1776353917.673921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000494
QR_4 1776353917.673921000 0.105485   0.124948 0.0540634 -0.183197   0.17978 -0.0218688 0.0001   0.000494
HR_6 1776353917.683921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000162
QR_4 1776353917.683921000 0.108909   0.128721 0.054323 -0.181183   0.177767 -0.0219598 0.0001   0.000162
HR_6 1776353917.693921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.8e-05
QR_4 1776353917.693921000 0.113323   0.133559 0.0546474 -0.178166   0.175721 -0.0223153 0.0001   6.8e-05
HR_6 1776353917.703921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.4e-05
QR_4 1776353917.703921000 0.117900   0.138549 0.0550134 -0.174789   0.173477 -0.0230288 0.0001   6.4e-05
HR_6 1776353917.713921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.8e-05
QR_4 1776353917.713921000 0.122612   0.143778 0.0554442 -0.171406   0.170254 -0.0239946 0.0001   1.8e-05
HR_6 1776353917.723922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.4e-05
QR_4 1776353917.723922000 0.127522   0.149234 0.0559247 -0.168088   0.166597 -0.0244635 0.0001   6.4e-05
HR_6 1776353917.733922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.5e-05
QR_4 1776353917.733922000 0.132629   0.154879 0.0564638 -0.164595   0.162678 -0.0245478 0.0001   1.5e-05
HR_6 1776353917.743922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.9e-05
QR_4 1776353917.743922000 0.136799   0.159505 0.0569419 -0.161726   0.159267 -0.0250812 0.0001   4.9e-05
HR_6 1776353917.753922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5e-05
QR_4 1776353917.753922000 0.142166   0.165509 0.0576112 -0.157816   0.155173 -0.0251814 0.0001   5e-05
HR_6 1776353917.763922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.00069
QR_4 1776353917.763922000 0.148836   0.17292 0.0585255 -0.152905   0.150747 -0.0255409 0.0001   0.00069
HR_6 1776353917.773922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.9e-05
QR_4 1776353917.773922000 0.152268   0.176688 0.0590589 -0.149941   0.148049 -0.0261264 0.0001   3.9e-05
HR_6 1776353917.783922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.3e-05
QR_4 1776353917.783922000 0.159249   0.184376 0.0601749 -0.143087   0.141947 -0.0283781 0.0001   5.3e-05
HR_6 1776353917.793922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.3e-05
QR_4 1776353917.793922000 0.165246   0.190961 0.0612069 -0.137299   0.136863 -0.0301696 0.0001   4.3e-05
HR_6 1776353917.803922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.3e-05
QR_4 1776353917.803922000 0.170168   0.196327 0.0621036 -0.132769   0.13282 -0.031603 0.0001   5.3e-05
HR_6 1776353917.813922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.9e-05
QR_4 1776353917.813922000 0.176465   0.203124 0.0633102 -0.127521   0.127112 -0.0332684 0.0001   6.9e-05
HR_6 1776353917.823923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.9e-05
QR_4 1776353917.823923000 0.182906   0.210093 0.0646458 -0.122598   0.121928 -0.0351991 0.0001   4.9e-05
HR_6 1776353917.833923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3e-05
QR_4 1776353917.833923000 0.189467   0.217196 0.0661091 -0.117676   0.117373 -0.0373772 0.0001   3e-05
HR_6 1776353917.843923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4e-05
QR_4 1776353917.843923000 0.194806   0.222969 0.067353 -0.113681   0.114219 -0.0391668 0.0001   4e-05
HR_6 1776353917.853923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.8e-05
QR_4 1776353917.853923000 0.201621   0.230288 0.069014 -0.108339   0.110084 -0.0402878 0.0001   4.8e-05
HR_6 1776353917.863923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.9e-05
QR_4 1776353917.863923000 0.209965   0.239218 0.0711523 -0.101745   0.104752 -0.0417779 0.0001   1.9e-05
HR_6 1776353917.873923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000292
QR_4 1776353917.873923000 0.215623   0.245256 0.0726914 -0.0971994   0.10119 -0.0432101 0.0001   0.000292
HR_6 1776353917.883923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.8e-05
QR_4 1776353917.883923000 0.222802   0.252905 0.074715 -0.0913753   0.0965592 -0.0450557 0.0001   6.8e-05
HR_6 1776353917.893920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2e-06
QR_4 1776353917.893920000 0.230105   0.260666 0.0769306 -0.085372   0.0924916 -0.0460792 0.0001   2e-06
HR_6 1776353917.903921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000478
QR_4 1776353917.903921000 0.237525   0.268521 0.0792665 -0.0793766   0.0882119 -0.0468094 0.0001   0.000478
HR_6 1776353917.913921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4e-05
QR_4 1776353917.913921000 0.245061   0.276459 0.0817508 -0.0734508   0.083544 -0.0480474 0.0001   4e-05
HR_6 1776353917.923921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   7e-06
QR_4 1776353917.923921000 0.249635   0.28126 0.0832473 -0.0698487   0.0806792 -0.0484698 0.0001   7e-06
HR_6 1776353917.933921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.6e-05
QR_4 1776353917.933921000 0.257328   0.289308 0.085772 -0.0637512   0.075678 -0.0487264 0.0001   4.6e-05
HR_6 1776353917.943921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.5e-05
QR_4 1776353917.943921000 0.265117   0.297429 0.0884417 -0.0577818   0.0706257 -0.0491876 0.0001   2.5e-05
HR_6 1776353917.953920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2e-06
QR_4 1776353917.953920000 0.272995   0.305617 0.09125 -0.0519123   0.0654846 -0.0495634 0.0001   2e-06
HR_6 1776353917.963921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.6e-05
QR_4 1776353917.963921000 0.280951   0.313857 0.0941927 -0.046181   0.060384 -0.0500606 0.0001   2.6e-05
HR_6 1776353917.973921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.2e-05
QR_4 1776353917.973921000 0.288986   0.322136 0.0972846 -0.0405389   0.055341 -0.051167 0.0001   1.2e-05
HR_6 1776353917.983921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.2e-05
QR_4 1776353917.983921000 0.297062   0.33047 0.100448 -0.0349584   0.0507063 -0.051721 0.0001   3.2e-05
HR_6 1776353917.993921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   7e-06
QR_4 1776353917.993921000 0.305189   0.338848 0.103776 -0.0293685   0.0461118 -0.0515392 0.0001   7e-06
HR_6 1776353918.003921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.3e-05
QR_4 1776353918.003921000 0.313368   0.347262 0.10713 -0.0238926   0.041517 -0.0517127 0.0001   3.3e-05
HR_6 1776353918.013921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.3e-05
QR_4 1776353918.013921000 0.321589   0.355685 0.110643 -0.0184041   0.0367568 -0.052345 0.0001   6.3e-05
HR_6 1776353918.023921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.7e-05
QR_4 1776353918.023921000 0.329837   0.364141 0.114258 -0.0127955   0.0317172 -0.0525336 0.0001   6.7e-05
HR_6 1776353918.033921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3e-05
QR_4 1776353918.033921000 0.336473   0.370918 0.117305 -0.00839518   0.0277012 -0.0530409 0.0001   3e-05
HR_6 1776353918.043921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.0013
QR_4 1776353918.043921000 0.344822   0.379385 0.121221 -0.00288005   0.0223198 -0.0543455 0.0001   0.0013
HR_6 1776353918.053921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.8e-05
QR_4 1776353918.053921000 0.353213   0.387843 0.125296 0.00259607   0.0172178 -0.0563335 0.0001   2.8e-05
HR_6 1776353918.063922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   7e-05
QR_4 1776353918.063922000 0.361610   0.396296 0.129511 0.0080346   0.0122638 -0.0573051 0.0001   7e-05
HR_6 1776353918.073922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.2e-05
QR_4 1776353918.073922000 0.368330   0.403067 0.132987 0.0121847   0.00842763 -0.0572898 0.0001   6.2e-05
