# pom logged on Tue Apr 28 09:38:20 2026
#
# decimation 1
# process model constant_acceleration
# process noise acc 100 m/s³, aacc 50 rad/s²
# magnetic field X 23.8 µT, Y -0.4 µT, Z -39.8 µT
#
ts i posp attp velp avelp accp x y z roll pitch yaw vx vy vz wx wy wz ax ay az sx2 sy2 sz2 sr2 sp2 sh2 svx2 svy2 svz2 swx2 swy2 swz2 sax2 say2 saz2
1777369102.495825000 0 1 1 1 1 1 -0.994117 -0.0056761 0.0288594 -6.57336e-06 0.00191724 0.00275701 0.0208733 -0.00423051 8.26336e-05 -0.000629109 0.00147051 0.000581816 0.0211761 -0.00203052 -0.00256823 8.88109e-05 8.88126e-05 4.14522e-05 3.09358e-06 3.09329e-06 4.3188e-05 0.000320777 0.00032082 2.91472e-05 0.000320777 0.00032082 2.91472e-05 0.0451329 0.045133 0.0448866
1777369102.496533000 0 1 1 1 1 1 -0.994103 -0.00567903 0.0288594 -1.85184e-05 0.00192275 0.00275099 0.0208855 -0.00421923 6.63417e-05 -0.0018358 0.00193571 -9.04994e-05 0.0208913 -0.000718772 -0.00406164 8.90143e-05 8.90161e-05 4.14904e-05 2.67214e-06 2.67185e-06 4.27667e-05 0.000319497 0.000319541 2.75071e-05 0.000319497 0.000319541 2.75071e-05 0.0200656 0.0200657 0.0198188
1777369102.498091000 0 1 1 1 1 1 -0.99407 -0.00568559 0.0288595 -2.18278e-05 0.00193062 0.00274916 0.0209191 -0.00421816 6.01639e-05 -0.00191404 0.00278691 -0.00038583 0.0210483 -0.000404077 -0.00402763 8.94637e-05 8.94655e-05 4.15747e-05 2.56615e-06 2.56586e-06 4.26607e-05 0.000319779 0.000319824 2.69934e-05 0.000319779 0.000319824 2.69934e-05 0.00409468 0.00409481 0.00384817
1777369102.499384000 0 1 1 1 1 1 -0.994043 -0.00569105 0.0288595 -2.43842e-05 0.00193567 0.00274817 0.0209468 -0.0042182 5.54322e-05 -0.00193901 0.00316494 -0.000512772 0.0211338 -0.000316857 -0.00394156 8.98382e-05 8.984e-05 4.16447e-05 2.56723e-06 2.56694e-06 4.26618e-05 0.000320443 0.000320487 2.69954e-05 0.000320443 0.000320487 2.69954e-05 0.00474136 0.00474149 0.00449486
1777369102.500282000 0 1 1 1 1 1 -0.994024 -0.00569483 0.0288596 -2.6029e-05 0.00193879 0.00274945 0.0209654 -0.00421765 5.23797e-05 -0.00191398 0.00324147 -2.84269e-05 0.0210497 -0.000152389 -0.00384305 9.00991e-05 9.0101e-05 4.16934e-05 2.56683e-06 2.56653e-06 4.26614e-05 0.000320898 0.000320943 2.6991e-05 0.000320898 0.000320943 2.6991e-05 0.00439738 0.00439752 0.00415088
1777369102.500950000 0 1 1 1 1 1 -0.99401 -0.00569764 0.0288596 -2.61488e-05 0.00194054 0.0027493 0.0209789 -0.00421811 5.21015e-05 -0.00155734 0.00311364 -7.12849e-05 0.0209224 -0.000236227 -0.00331589 9.02937e-05 9.02955e-05 4.17297e-05 2.56583e-06 2.56553e-06 4.26604e-05 0.000321234 0.000321279 2.69844e-05 0.000321234 0.000321279 2.69844e-05 0.00356295 0.00356309 0.00331644
1777369102.502261000 0 1 1 1 1 1 -0.993983 -0.00570317 0.0288597 -2.8179e-05 0.00194463 0.0027492 0.0210063 -0.00421842 4.77549e-05 -0.00155734 0.00311364 -7.12849e-05 0.0209224 -0.000236227 -0.00331589 9.06765e-05 9.06784e-05 4.18009e-05 2.57552e-06 2.57523e-06 4.26701e-05 0.000321958 0.000322003 2.70358e-05 0.000321958 0.000322003 2.70358e-05 0.00823138 0.00823152 0.00798487
1777369102.502894000 0 1 1 1 1 1 -0.991208 -0.00385138 0.0276975 -0.000244146 0.00224652 0.00276252 0.0253969 -0.00116841 -0.000706325 -0.00111142 0.00293373 -0.000233879 0.0236896 0.00163359 -0.00236181 8.76812e-05 8.7683e-05 4.11481e-05 2.52505e-06 2.52476e-06 4.24789e-05 0.000313941 0.000313985 2.67037e-05 0.000313941 0.000313985 2.67037e-05 0.00321029 0.00321044 0.00296763
1777369102.503808000 0 1 1 1 1 1 -0.991185 -0.00385245 0.0276968 -0.000245155 0.0022492 0.00276231 0.0254186 -0.00116692 -0.000708484 -0.00111142 0.00293373 -0.000233879 0.0236896 0.00163359 -0.00236181 8.79401e-05 8.79419e-05 4.11971e-05 2.52892e-06 2.52863e-06 4.24828e-05 0.000314426 0.00031447 2.67298e-05 0.000314426 0.00031447 2.67298e-05 0.00594468 0.00594483 0.00570203
1777369102.504995000 0 1 1 1 1 1 -0.991155 -0.00385384 0.027696 -0.000245225 0.00225218 0.00276152 0.025446 -0.0011662 -0.000707487 -0.000831382 0.00281943 -0.000350381 0.0235702 0.00141267 -0.00168189 8.82773e-05 8.82791e-05 4.12607e-05 2.53146e-06 2.53117e-06 4.24853e-05 0.000315033 0.000315077 2.67389e-05 0.000315033 0.000315077 2.67389e-05 0.00652279 0.00652294 0.0062801
1777369102.505806000 0 1 1 1 1 1 -0.991134 -0.00385478 0.0276954 -0.000245892 0.00225447 0.00276123 0.0254651 -0.00116506 -0.000708851 -0.000831382 0.00281943 -0.000350381 0.0235702 0.00141267 -0.00168189 8.85084e-05 8.85102e-05 4.13041e-05 2.54392e-06 2.54363e-06 4.24978e-05 0.0003155 0.000315544 2.67976e-05 0.0003155 0.000315544 2.67976e-05 0.0104522 0.0104524 0.0102095
1777369102.506858000 0 1 1 1 1 1 -0.991107 -0.00385601 0.0276947 -0.000245903 0.00225667 0.00275909 0.0254872 -0.00116673 -0.000705729 -0.000661651 0.00266831 -0.000701649 0.023116 0.000877231 -0.000855262 8.88089e-05 8.88108e-05 4.13606e-05 2.54166e-06 2.54137e-06 4.24955e-05 0.000316024 0.000316068 2.67911e-05 0.000316024 0.000316068 2.67911e-05 0.00892378 0.00892393 0.00868102
1777369102.507799000 0 1 1 1 1 1 -0.991083 -0.00385711 0.027694 -0.000246519 0.00225918 0.00275843 0.025509 -0.00116591 -0.000706534 -0.000661651 0.00266831 -0.000701649 0.023116 0.000877231 -0.000855262 8.90785e-05 8.90803e-05 4.14112e-05 2.56212e-06 2.56183e-06 4.2516e-05 0.000316593 0.000316637 2.68854e-05 0.000316593 0.000316637 2.68854e-05 0.0135619 0.013562 0.0133191
1777369102.508844000 0 1 1 1 1 1 -0.991057 -0.00385834 0.0276933 -0.000250084 0.00225933 0.00275777 0.0255281 -0.00116785 -0.000705202 -0.00116303 0.00220539 -0.000688257 0.022304 0.000415679 -0.000495858 8.93787e-05 8.93806e-05 4.14674e-05 2.54479e-06 2.5445e-06 4.24986e-05 0.000317059 0.000317104 2.68236e-05 0.000317059 0.000317104 2.68236e-05 0.00971449 0.00971464 0.00947162
1777369102.509818000 0 1 1 1 1 1 -0.991032 -0.00385948 0.0276926 -0.000251211 0.00226148 0.0027571 0.0255498 -0.00116744 -0.000705685 -0.00116303 0.00220539 -0.000688257 0.022304 0.000415679 -0.000495858 8.96595e-05 8.96614e-05 4.15198e-05 2.56761e-06 2.56732e-06 4.25215e-05 0.00031766 0.000317705 2.69325e-05 0.00031766 0.000317705 2.69325e-05 0.0145636 0.0145638 0.0143207
1777369102.511557000 0 1 1 1 1 1 -0.990987 -0.00386151 0.0276914 -0.000253223 0.00226532 0.0027559 0.0255886 -0.00116672 -0.000706547 -0.00116303 0.00220539 -0.000688257 0.022304 0.000415679 -0.000495858 9.01626e-05 9.01645e-05 4.16136e-05 2.68631e-06 2.68602e-06 4.26402e-05 0.000319053 0.000319098 2.74451e-05 0.000319053 0.000319098 2.74451e-05 0.0284625 0.0284626 0.0282196
1777369102.513493000 0 1 1 1 1 1 -0.990565 -0.00348024 0.027605 -0.000314748 0.00229964 0.00311754 0.02623 -0.000472741 -0.000765057 -0.0018395 0.000743234 1.50361e-05 0.0232956 0.000815378 -0.000743129 8.75603e-05 8.75621e-05 4.10353e-05 2.56781e-06 2.56753e-06 4.23811e-05 0.000311498 0.000311542 2.68169e-05 0.000311498 0.000311542 2.68169e-05 0.0168794 0.0168795 0.0166403

1777369102.514844000 0 1 1 1 1 1 -0.99053 -0.00348088 0.0276039 -0.00031723 0.00230065 0.00311755 0.0262615 -0.000471639 -0.00076606 -0.0018395 0.000743234 1.50361e-05 0.0232956 0.000815378 -0.000743129 8.79413e-05 8.79431e-05 4.11072e-05 2.64713e-06 2.64685e-06 4.24603e-05 0.000312511 0.000312555 2.71593e-05 0.000312511 0.000312555 2.71593e-05 0.0254158 0.0254159 0.0251767
1777369102.515817000 0 1 1 1 1 1 -0.990504 -0.00348133 0.0276032 -0.000319018 0.00230138 0.00311756 0.0262842 -0.000470846 -0.000766784 -0.0018395 0.000743234 1.50361e-05 0.0232956 0.000815378 -0.000743129 8.82166e-05 8.82184e-05 4.11591e-05 2.75437e-06 2.7541e-06 4.25675e-05 0.000313444 0.000313489 2.76087e-05 0.000313444 0.000313489 2.76087e-05 0.0340766 0.0340767 0.0338374
1777369102.517390000 0 1 1 1 1 1 -0.990463 -0.00348207 0.027602 -0.000321908 0.00230256 0.00311758 0.0263208 -0.000469563 -0.000767953 -0.0018395 0.000743234 1.50361e-05 0.0232956 0.000815378 -0.000743129 8.86634e-05 8.86652e-05 4.1243e-05 3.08697e-06 3.08669e-06 4.29e-05 0.000315595 0.00031564 2.89761e-05 0.000315595 0.00031564 2.89761e-05 0.0525292 0.0525293 0.05229
1777369102.518162000 0 1 1 1 1 1 -0.990442 -0.00348242 0.0276014 -0.000319656 0.0022938 0.00310779 0.0263409 -0.000467349 -0.000764419 -0.00147305 -0.000180669 -0.000955943 0.0234948 0.00096691 -0.000346841 8.88833e-05 8.88852e-05 4.12842e-05 2.70428e-06 2.704e-06 4.25179e-05 0.000314484 0.000314528 2.748e-05 0.000314484 0.000314528 2.748e-05 0.0285411 0.0285413 0.0283017
1777369102.519150000 0 1 1 1 1 1 -0.990416 -0.00348285 0.0276007 -0.000321127 0.00229536 0.00310512 0.0263663 -0.000458612 -0.000760404 -0.0014756 3.96846e-05 -0.00117401 0.0237679 0.00191221 0.000182658 8.91656e-05 8.91675e-05 4.1337e-05 2.51533e-06 2.51505e-06 4.2329e-05 0.000314183 0.000314228 2.66859e-05 0.000314183 0.000314228 2.66859e-05 0.0115519 0.0115521 0.0113124
1777369102.520631000 0 1 1 1 1 1 -0.990377 -0.00348351 0.0275996 -0.00032339 0.00229671 0.00310245 0.026403 -0.000450097 -0.000757245 -0.00148949 0.000259137 -0.00133168 0.0239833 0.00273441 0.000600557 8.95902e-05 8.95921e-05 4.14163e-05 2.50538e-06 2.50511e-06 4.2319e-05 0.000314853 0.000314898 2.66164e-05 0.000314853 0.000314898 2.66164e-05 0.0102778 0.010278 0.0100384
1777369102.523468000 0 1 1 1 1 1 -0.990302 -0.00348477 0.0275974 -0.000327614 0.00229746 0.00309866 0.026471 -0.00044234 -0.000755542 -0.00148949 0.000259137 -0.00133168 0.0239833 0.00273441 0.000600557 9.04086e-05 9.04106e-05 4.15684e-05 2.73599e-06 2.73572e-06 4.25497e-05 0.000317266 0.000317312 2.76095e-05 0.000317266 0.000317312 2.76095e-05 0.0351664 0.0351665 0.0349269
1777369102.524889000 0 1 1 1 1 1 -0.989046 -0.00509645 0.0284588 -0.000131549 0.00244694 0.00289043 0.0285753 -0.00308053 -0.000200311 -0.000192791 -8.35055e-05 -0.00167408 0.0255791 0.00169533 -0.000166646 8.76628e-05 8.76648e-05 4.09655e-05 2.47302e-06 2.47275e-06 4.21474e-05 0.000308961 0.000309006 2.64105e-05 0.000308961 0.000309006 2.64105e-05 0.0116511 0.0116512 0.0114153
1777369102.526897000 0 1 1 1 1 1 -0.988989 -0.00510263 0.0284584 -0.000130487 0.00244883 0.00288552 0.0286265 -0.00307691 -0.000198252 1.93949e-05 0.000219102 -0.00189114 0.0255699 0.00172022 0.000115144 8.82282e-05 8.82301e-05 4.10719e-05 2.5173e-06 2.51703e-06 4.21917e-05 0.000310113 0.000310158 2.65759e-05 0.000310113 0.000310158 2.65759e-05 0.018633 0.0186331 0.0183972
1777369102.529959000 0 1 1 1 1 1 -0.988901 -0.00511203 0.0284579 -0.000130222 0.00245025 0.00287954 0.0287061 -0.00306949 -0.000186953 4.38108e-05 0.000309093 -0.00191348 0.025704 0.00193773 0.00122488 8.90965e-05 8.90986e-05 4.12345e-05 2.66176e-06 2.66149e-06 4.23361e-05 0.000312223 0.000312269 2.71779e-05 0.000312223 0.000312269 2.71779e-05 0.0320606 0.0320608 0.0318248
1777369102.530869000 0 1 1 1 1 1 -0.988875 -0.0051148 0.0284578 -0.000131894 0.00244829 0.00287974 0.0287321 -0.00306353 -0.00017151 -0.000173469 2.33552e-05 -0.0016662 0.0260114 0.00243562 0.00292755 8.93561e-05 8.93581e-05 4.12829e-05 2.60804e-06 2.60777e-06 4.22824e-05 0.000312467 0.000312513 2.69727e-05 0.000312467 0.000312513 2.69727e-05 0.0282534 0.0282536 0.0280175
1777369102.532181000 0 1 1 1 1 1 -0.989402 -0.00416589 0.0299221 -0.000249247 0.0023855 0.002904 0.0278811 -0.00147462 0.000777641 -0.000545788 -0.000178215 -0.00103812 0.0267012 0.00373296 0.00339437 8.66216e-05 8.66235e-05 4.06806e-05 2.5831e-06 2.58284e-06 4.21179e-05 0.000305191 0.000305235 2.67333e-05 0.000305191 0.000305235 2.67333e-05 0.0218219 0.0218221 0.0215896

1777369102.533814000 0 1 1 1 1 1 -0.989357 -0.00416829 0.0299234 -0.000250139 0.00238521 0.0029023 0.0279247 -0.00146852 0.000783184 -0.000545788 -0.000178215 -0.00103812 0.0267012 0.00373296 0.00339437 8.70745e-05 8.70764e-05 4.07663e-05 2.69976e-06 2.6995e-06 4.22343e-05 0.00030648 0.000306525 2.72327e-05 0.00030648 0.000306525 2.72327e-05 0.0278906 0.0278907 0.0276583

1777369102.537003000 0 1 1 1 1 1 -0.989267 -0.00417295 0.0299259 -0.000251881 0.00238465 0.00289898 0.0280099 -0.00145662 0.000794009 -0.000545788 -0.000178215 -0.00103812 0.0267012 0.00373296 0.00339437 8.79652e-05 8.79672e-05 4.09341e-05 3.2611e-06 3.26084e-06 4.2795e-05 0.000310352 0.000310398 2.95577e-05 0.000310352 0.000310398 2.95577e-05 0.056829 0.0568292 0.0565967
1777369102.537868000 0 1 1 1 1 1 -0.989243 -0.00417418 0.0299267 -0.000244547 0.00238747 0.00289762 0.0280481 -0.00144871 0.000814131 0.000135079 8.35707e-05 -0.00108075 0.0280007 0.00413496 0.00487439 8.82081e-05 8.82102e-05 4.09796e-05 2.74326e-06 2.74299e-06 4.22791e-05 0.000308766 0.000308812 2.75506e-05 0.000308766 0.000308812 2.75506e-05 0.0399248 0.039925 0.0396918
1777369102.538851000 0 1 1 1 1 1 -0.989216 -0.00417561 0.0299276 -0.000238827 0.00239347 0.00290175 0.0280641 -0.00144807 0.000834967 0.000734558 0.000720752 -0.000518436 0.0269834 0.00383333 0.00628287 8.8485e-05 8.84871e-05 4.10314e-05 2.74388e-06 2.74362e-06 4.22798e-05 0.000309155 0.000309201 2.74608e-05 0.000309155 0.000309201 2.74608e-05 0.0326852 0.0326853 0.0324519
1777369102.540217000 0 1 1 1 1 1 -0.989177 -0.00417755 0.0299288 -0.000235468 0.00239689 0.00290298 0.0280955 -0.00143409 0.000848212 0.0010231 0.00102167 -0.000280527 0.0263276 0.0048854 0.00684355 8.8871e-05 8.88731e-05 4.11036e-05 2.43745e-06 2.43719e-06 4.19733e-05 0.000308605 0.000308652 2.62446e-05 0.000308605 0.000308652 2.62446e-05 0.00813472 0.0081349 0.00790111
1777369102.541973000 0 1 1 1 1 1 -0.989128 -0.00418006 0.0299303 -0.000233666 0.00239868 0.0029025 0.0281417 -0.00142551 0.000860231 0.0010231 0.00102167 -0.000280527 0.0263276 0.0048854 0.00684355 8.93696e-05 8.93717e-05 4.11964e-05 2.47553e-06 2.47527e-06 4.20114e-05 0.000309676 0.000309723 2.64588e-05 0.000309676 0.000309723 2.64588e-05 0.0163191 0.0163193 0.0160855
1777369102.542881000 0 1 1 1 1 1 -0.988359 -0.00560316 0.0307494 -7.95472e-05 0.00247835 0.00240947 0.0293496 -0.00366762 0.0013961 0.000919869 0.000703513 -0.000152422 0.0269732 0.00357574 0.00703953 8.65321e-05 8.65341e-05 4.05764e-05 2.39894e-06 2.39869e-06 4.17964e-05 0.000302024 0.00030207 2.59542e-05 0.000302024 0.00030207 2.59542e-05 0.0077836 0.00778378 0.00755367
1777369102.543884000 0 1 1 1 1 1 -0.988329 -0.00560683 0.0307508 -8.00346e-05 0.00248032 0.00241094 0.0293793 -0.00366407 0.00140403 0.000609687 0.000981132 0.000203046 0.0274253 0.00357056 0.00718666 8.68088e-05 8.68108e-05 4.06288e-05 2.39236e-06 2.39211e-06 4.17899e-05 0.000302455 0.000302501 2.59055e-05 0.000302455 0.000302501 2.59055e-05 0.00620048 0.00620065 0.00597051
1777369102.544954000 0 1 1 1 1 1 -0.988298 -0.00561075 0.0307523 -8.06032e-05 0.00248112 0.00241246 0.0294105 -0.00366047 0.00141255 0.000331324 0.00092382 0.00050571 0.027732 0.00353213 0.00732356 8.71048e-05 8.71068e-05 4.06846e-05 2.39396e-06 2.39371e-06 4.17915e-05 0.000302967 0.000303013 2.59044e-05 0.000302967 0.000303013 2.59044e-05 0.00654404 0.00654421 0.00631406
1777369102.547238000 0 1 1 1 1 1 -0.988231 -0.0056191 0.0307556 -8.17109e-05 0.0024827 0.00241563 0.0294763 -0.00365278 0.00143045 -9.12635e-06 0.000826305 0.000874429 0.0280896 0.00347546 0.0074962 8.77398e-05 8.77419e-05 4.08041e-05 2.42256e-06 2.42231e-06 4.18201e-05 0.00030419 0.000304236 2.60322e-05 0.00030419 0.000304236 2.60322e-05 0.0138127 0.0138128 0.0135827
1777369102.548394000 0 1 1 1 1 1 -0.988197 -0.00562331 0.0307572 -8.29394e-05 0.00248123 0.0024191 0.0295068 -0.0036452 0.00143726 -0.000224861 0.000394791 0.00131686 0.0278 0.00400624 0.00721863 8.80627e-05 8.80648e-05 4.08646e-05 2.43742e-06 2.43716e-06 4.18349e-05 0.000304806 0.000304853 2.6093e-05 0.000304806 0.000304853 2.6093e-05 0.0134396 0.0134398 0.0132096
1777369102.548956000 0 1 1 1 1 1 -0.98818 -0.00562533 0.030758 -8.29188e-05 0.00247903 0.00242108 0.0295154 -0.00363547 0.00143609 -0.000194015 -9.45611e-05 0.00156774 0.0264349 0.00545556 0.00620571 8.82201e-05 8.82222e-05 4.08941e-05 2.39071e-06 2.39046e-06 4.17882e-05 0.000304896 0.000304943 2.59125e-05 0.000304896 0.000304943 2.59125e-05 0.00435428 0.00435446 0.00412415
1777369102.549824000 0 1 1 1 1 1 -0.988154 -0.00562849 0.0307593 -8.30875e-05 0.00247895 0.00242244 0.0295383 -0.00363074 0.00144148 -0.000194015 -9.45611e-05 0.00156774 0.0264349 0.00545556 0.00620571 8.84637e-05 8.84658e-05 4.09396e-05 2.39495e-06 2.39469e-06 4.17924e-05 0.000305347 0.000305394 2.59457e-05 0.000305347 0.000305394 2.59457e-05 0.006673 0.00667318 0.00644287
1777369102.553751000 0 1 1 1 1 1 -0.988038 -0.0056427 0.030765 -8.38503e-05 0.00247858 0.00242859 0.0296421 -0.00360931 0.00146585 -0.000194015 -9.45611e-05 0.00156774 0.0264349 0.00545556 0.00620571 8.95733e-05 8.95755e-05 4.11461e-05 2.67811e-06 2.67785e-06 4.20756e-05 0.000308478 0.000308526 2.71831e-05 0.000308478 0.000308526 2.71831e-05 0.0380848 0.038085 0.0378547
1777369102.554492000 0 1 1 1 1 1 -0.987369 -0.00745023 0.0305324 0.000112521 0.0025403 0.00239121 0.0306545 -0.0064647 0.00132052 -0.000174443 -0.000590701 0.00133323 0.0266128 0.00350147 0.00579818 8.66927e-05 8.66947e-05 4.05203e-05 2.43083e-06 2.43058e-06 4.16912e-05 0.00030016 0.000300207 2.60154e-05 0.00030016 0.000300207 2.60154e-05 0.0190068 0.0190069 0.0187802
1777369102.555834000 0 1 1 1 1 1 -0.987328 -0.00745891 0.0305341 0.000112285 0.00253951 0.002393 0.0306902 -0.00646 0.0013283 -0.000174443 -0.000590701 0.00133323 0.0266128 0.00350147 0.00579818 8.70623e-05 8.70644e-05 4.059e-05 2.54517e-06 2.54492e-06 4.18055e-05 0.000301284 0.000301331 2.65042e-05 0.000301284 0.000301331 2.65042e-05 0.0304529 0.030453 0.0302263
1777369102.557132000 0 1 1 1 1 1 -0.987288 -0.00746729 0.0305359 0.000112057 0.00253875 0.00239473 0.0307248 -0.00645546 0.00133583 -0.000174443 -0.000590701 0.00133323 0.0266128 0.00350147 0.00579818 8.74212e-05 8.74233e-05 4.06575e-05 2.77834e-06 2.77809e-06 4.20387e-05 0.000302866 0.000302913 2.74711e-05 0.000302866 0.000302913 2.74711e-05 0.0453301 0.0453303 0.0451036
1777369102.557801000 0 1 1 1 1 1 -0.987267 -0.00747161 0.0305368 0.000111939 0.00253835 0.00239562 0.0307426 -0.00645311 0.00133971 -0.000174443 -0.000590701 0.00133323 0.0266128 0.00350147 0.00579818 8.76067e-05 8.76088e-05 4.06923e-05 2.96974e-06 2.96949e-06 4.22301e-05 0.000303968 0.000304015 2.82558e-05 0.000303968 0.000304015 2.82558e-05 0.0544604 0.0544606 0.0542339
1777369102.558968000 0 1 1 1 1 1 -0.987232 -0.00747923 0.0305383 0.000111786 0.00253556 0.00238989 0.0307373 -0.00646623 0.00133995 -0.000168679 -0.000798718 0.0006087 0.023217 0.00189236 0.00518806 8.79312e-05 8.79333e-05 4.07531e-05 2.92336e-06 2.92311e-06 4.21838e-05 0.000304339 0.000304386 2.80724e-05 0.000304339 0.000304386 2.80724e-05 0.0439047 0.0439048 0.0436778
1777369102.559806000 0 1 1 1 1 1 -0.987206 -0.00748465 0.0305394 0.000111643 0.00253489 0.0023904 0.0307568 -0.00646465 0.0013443 -0.000168679 -0.000798718 0.0006087 0.023217 0.00189236 0.00518806 8.81648e-05 8.8167e-05 4.07968e-05 3.06458e-06 3.06433e-06 4.2325e-05 0.00030533 0.000305377 2.86657e-05 0.00030533 0.000305377 2.86657e-05 0.0479836 0.0479837 0.0477567
1777369102.561820000 0 1 1 1 1 1 -0.987144 -0.00749767 0.0305422 0.000113364 0.00253407 0.0023868 0.0307822 -0.00646188 0.00136074 2.74047e-05 -0.000724019 0.000148744 0.0212122 0.00179441 0.00575156 8.87285e-05 8.87307e-05 4.09019e-05 2.39986e-06 2.39962e-06 4.16603e-05 0.000303661 0.000303708 2.60384e-05 0.000303661 0.000303708 2.60384e-05 0.014739 0.0147392 0.0145119
1777369102.562819000 0 1 1 1 1 1 -0.987113 -0.00750412 0.0305435 0.00011339 0.00253334 0.00238694 0.0308034 -0.00646009 0.00136648 2.74047e-05 -0.000724019 0.000148744 0.0212122 0.00179441 0.00575156 8.90093e-05 8.90115e-05 4.09541e-05 2.44908e-06 2.44884e-06 4.17095e-05 0.000304377 0.000304425 2.62789e-05 0.000304377 0.000304425 2.62789e-05 0.0217731 0.0217733 0.021546
1777369102.563899000 0 1 1 1 1 1 -0.987174 -0.00583358 0.0308593 -6.98242e-05 0.00252565 0.00253667 0.030687 -0.00379472 0.00156459 8.2767e-05 -0.000645336 1.51162e-05 0.0203299 0.00333827 0.00491324 8.62486e-05 8.62507e-05 4.03509e-05 2.33214e-06 2.3319e-06 4.14561e-05 0.000296796 0.000296843 2.55862e-05 0.000296796 0.000296843 2.55862e-05 0.00748555 0.00748569 0.00726175
1777369102.568052000 0 1 1 1 1 1 -0.987047 -0.0058493 0.0308659 -6.95241e-05 0.00252273 0.00253575 0.0307697 -0.0037778 0.00158409 7.86053e-05 -0.000672347 -9.76876e-05 0.0201718 0.00362355 0.00482904 8.73878e-05 8.73899e-05 4.05653e-05 2.55237e-06 2.55214e-06 4.16763e-05 0.000299653 0.0002997 2.65002e-05 0.000299653 0.0002997 2.65002e-05 0.0333379 0.033338 0.0331141
1777369102.568835000 0 1 1 1 1 1 -0.987023 -0.00585225 0.0308671 -6.94639e-05 0.00252221 0.00253567 0.0307855 -0.00377496 0.00158787 7.86053e-05 -0.000672347 -9.76876e-05 0.0201718 0.00362355 0.00482904 8.76041e-05 8.76062e-05 4.06058e-05 2.71437e-06 2.71414e-06 4.18383e-05 0.000300685 0.000300733 2.71655e-05 0.000300685 0.000300733 2.71655e-05 0.0431802 0.0431803 0.0429564
1777369102.572015000 0 1 1 1 1 1 -0.986925 -0.00586424 0.0308722 -6.92193e-05 0.00252007 0.00253536 0.0308497 -0.00376344 0.00160323 7.86053e-05 -0.000672347 -9.76876e-05 0.0201718 0.00362355 0.00482904 8.84876e-05 8.84898e-05 4.07709e-05 4.3768e-06 4.37655e-06 4.35007e-05 0.000308912 0.000308959 3.38977e-05 0.000308912 0.000308959 3.38977e-05 0.0971574 0.0971575 0.0969336
1777369102.572863000 0 1 1 1 1 1 -0.986899 -0.00586741 0.0308734 -5.52117e-05 0.00251716 0.00253642 0.0308529 -0.00375706 0.00158472 0.00128833 -0.000871954 -2.31171e-06 0.0191358 0.00387155 0.00314116 8.87244e-05 8.87266e-05 4.08148e-05 3.28931e-06 3.28906e-06 4.24133e-05 0.000304926 0.000304974 2.95132e-05 0.000304926 0.000304974 2.95132e-05 0.058124 0.0581241 0.0579001
1777369102.573797000 0 1 1 1 1 1 -0.98687 -0.00587092 0.0308749 -5.40106e-05 0.00251635 0.00253642 0.0308708 -0.00375345 0.00158765 0.00128833 -0.000871954 -2.31171e-06 0.0191358 0.00387155 0.00314116 8.8986e-05 8.89883e-05 4.08634e-05 3.59286e-06 3.59261e-06 4.27168e-05 0.000306604 0.000306652 3.07516e-05 0.000306604 0.000306652 3.07516e-05 0.0687954 0.0687955 0.0685715
1777369102.574847000 0 1 1 1 1 1 -0.986837 -0.00587485 0.0308765 -5.13136e-05 0.00251877 0.0025353 0.0308805 -0.00374816 0.00158798 0.00139916 -0.00059486 -9.47198e-05 0.0182797 0.00397181 0.00289737 8.92807e-05 8.92831e-05 4.0918e-05 2.54942e-06 2.54919e-06 4.16734e-05 0.000303026 0.000303074 2.66791e-05 0.000303026 0.000303074 2.66791e-05 0.0281972 0.0281973 0.0279727
1777369102.575927000 0 1 1 1 1 1 -0.989585 -0.00312134 0.0297235 -0.000343602 0.00222739 0.00247518 0.0265629 0.000567958 0.000860449 0.00123701 -0.00036263 -0.000176999 0.0154788 0.00678182 0.00373941 8.65205e-05 8.65227e-05 4.03173e-05 2.37482e-06 2.37459e-06 4.13625e-05 0.000295256 0.000295303 2.57261e-05 0.000295256 0.000295303 2.57261e-05 0.0110497 0.0110498 0.0108234
1777369102.577278000 0 1 1 1 1 1 -0.989549 -0.00312057 0.0297247 -0.000343034 0.00222844 0.00247439 0.0265849 0.000576467 0.000874668 0.00104544 -9.42513e-05 -0.000272624 0.0156133 0.00670502 0.00480784 8.68893e-05 8.68915e-05 4.03867e-05 2.38477e-06 2.38454e-06 4.13724e-05 0.000295898 0.000295945 2.57439e-05 0.000295898 0.000295945 2.57439e-05 0.0131628 0.0131629 0.0129364
1777369102.580059000 0 1 1 1 1 1 -0.989475 -0.00311894 0.0297272 -0.000340387 0.00222861 0.00247233 0.0266327 0.00059556 0.000893311 0.00100928 -3.36363e-05 -0.000453527 0.0160874 0.0067536 0.00537784 8.7653e-05 8.76553e-05 4.05298e-05 2.45683e-06 2.45661e-06 4.14445e-05 0.000297493 0.00029754 2.6049e-05 0.000297493 0.00029754 2.6049e-05 0.0224785 0.0224786 0.022252
