# logged on Tue Apr 28 09:38:20 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1777369100.330218000  9.98248 0 11.7042  16  nan  -0.000293826 -0.00184487 0.00222265  0.00106526 -0.00213053 0.00319579  -0.00699621 0.00233064 9.80189  0.00479004 0.0167651 9.78365  nan nan nan  nan nan nan  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0
1777369107.058185000  1043.48 0 18.5795  -  nan  -0.133007 0.145847 -0.235382  -0.122505 0.072438 -0.121973  0.0438979 -0.0820697 9.85502  -0.435894 -1.14482 8.70111  - - -  - - -  77.4604 66.2342 71.7806 61.6742 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.064033000  1044.95 0 18.5795  -  nan  -0.127251 0.11891 -0.203445  -0.0990696 0.0276969 -0.13955  0.069513 -0.124823 9.78821  1.80105 0.543669 9.86509  - - -  - - -  77.4251 66.3107 71.5783 61.7727 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.064172000  1044.95 0 18.5795  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.065360000  1044.71 0 18.5795  -  nan  -0.124105 0.108727 -0.196312  -0.0990696 0.0276969 -0.13955  0.122254 -0.104461 9.79055  1.80105 0.543669 9.86509  - - -  - - -  77.4616 66.3109 71.5379 61.7306 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.066197000  1044.39 0 18.5795  -  nan  -0.12131 0.0996815 -0.189976  -0.0990696 0.0276969 -0.13955  0.173389 -0.08472 9.79282  1.80105 0.543669 9.86509  - - -  - - -  77.4616 66.3109 71.5379 61.7306 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.067196000  1043.81 0 18.5795  -  nan  -0.118828 0.0916454 -0.184346  -0.0990696 0.0276969 -0.13955  0.222966 -0.0655799 9.79503  1.80105 0.543669 9.86509  - - -  - - -  75.7409 67.046 71.5784 63.2861 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.068190000  1043.52 0 18.5795  -  nan  -0.117454 0.0908093 -0.180594  -0.106526 0.0841559 -0.150735  0.171018 -0.00908875 9.7887  -1.48252 1.78908 9.58726  - - -  - - -  75.5219 67.0906 71.6254 63.425 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.069184000  1043.1 0 18.5795  -  nan  -0.116234 0.0900666 -0.177261  -0.106526 0.0841559 -0.150735  0.120653 0.0456817 9.78256  -1.48252 1.78908 9.58726  - - -  - - -  75.5399 67.0912 71.6076 63.4105 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.070189000  1042.69 0 18.5795  -  nan  -0.113783 0.0889905 -0.176143  -0.0942759 0.0804275 -0.167247  0.0548251 0.0514394 9.86685  -2.04056 0.234712 12.5499  - - -  - - -  75.1155 67.2163 71.6271 63.7471 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.071217000  1042.22 0 18.5795  -  nan  -0.111605 0.0880346 -0.17515  -0.0942759 0.0804275 -0.167247  -0.00899824 0.0570217 9.94858  -2.04056 0.234712 12.5499  - - -  - - -  75.1312 67.22 71.6113 63.7313 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.072177000  1041.85 0 18.5795  -  nan  -0.109671 0.0871854 -0.174267  -0.0942759 0.0804275 -0.167247  -0.0708775 0.062434 10.0278  -2.04056 0.234712 12.5499  - - -  - - -  75.0425 67.212 71.5983 63.8241 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.073180000  1041.41 0 18.5795  -  nan  -0.107952 0.0864309 -0.173484  -0.0942759 0.0804275 -0.167247  -0.130872 0.0676814 10.1046  -2.04056 0.234712 12.5499  - - -  - - -  75.0425 67.212 71.5983 63.8241 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.074183000  1040.92 0 18.5795  -  nan  -0.106425 0.0857607 -0.172787  -0.0942759 0.0804275 -0.167247  -0.189039 0.072769 10.1791  -2.04056 0.234712 12.5499  - - -  - - -  75.1449 67.5504 71.4658 63.5687 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.075187000  1040.49 0 18.5795  -  nan  -0.105069 0.0851654 -0.172169  -0.0942759 0.0804275 -0.167247  -0.245435 0.0777016 10.2513  -2.04056 0.234712 12.5499  - - -  - - -  75.119 67.5334 71.4543 63.5665 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.076179000  1040.07 0 18.5795  -  nan  -0.103864 0.0846364 -0.171619  -0.0942759 0.0804275 -0.167247  -0.300112 0.082484 10.3213  -2.04056 0.234712 12.5499  - - -  - - -  75.119 67.5334 71.4543 63.5665 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.077178000  1039.78 0 18.5795  -  nan  -0.102794 0.0841666 -0.171131  -0.0942759 0.0804275 -0.167247  -0.353125 0.0871207 10.3892  -2.04056 0.234712 12.5499  - - -  - - -  75.0038 67.4566 71.4596 63.6443 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.078179000  1039.35 0 18.5795  -  nan  -0.100892 0.089279 -0.170043  -0.0857538 0.129962 -0.161388  -0.30086 0.0341316 10.3344  1.36277 -1.65256 8.59094  - - -  - - -  74.9405 67.4229 71.4671 63.6581 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.079182000  1038.97 0 18.5795  -  nan  -0.0992016 0.0938207 -0.169077  -0.0857538 0.129962 -0.161388  -0.250188 -0.0172435 10.2813  1.36277 -1.65256 8.59094  - - -  - - -  74.9405 67.4229 71.4671 63.6581 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.080312000  1038.13 0 18.5795  -  nan  -0.0977598 0.0925634 -0.165008  -0.0862864 0.082558 -0.132625  -0.198651 0.0388696 10.2698  1.4418 1.825 9.90101  - - -  - - -  74.9967 67.3933 71.3487 63.671 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.081243000  1037.71 0 18.5795  -  nan  -0.0965385 0.0936464 -0.159728  -0.0868191 0.102265 -0.117712  -0.213902 0.10655 10.1425  -0.699346 2.2609 6.09053  - - -  - - -  75.0735 67.3608 71.2165 63.7031 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.082192000  1037.65 0 18.5795  -  nan  -0.0954534 0.0946086 -0.155037  -0.0868191 0.102265 -0.117712  -0.228688 0.17217 10.019  -0.699346 2.2609 6.09053  - - -  - - -  75.0172 67.3865 71.1433 63.7807 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.083480000  1037.29 0 18.5795  -  nan  -0.0940733 0.097604 -0.151287  -0.0830906 0.12144 -0.12144  -0.282417 0.190634 10.0467  -1.99266 0.778381 10.9285  - - -  - - -  75.0172 67.3865 71.1433 63.7807 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.084359000  1036.78 0 18.5795  -  nan  -0.0928473 0.100265 -0.147955  -0.0830906 0.12144 -0.12144  -0.334509 0.208537 10.0736  -1.99266 0.778381 10.9285  - - -  - - -  75.4164 67.6783 70.584 63.7097 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.086698000  1036.78 0 18.5795  -  -  - - -  - - -  - - -  - - -  - - -  - - -  75.4164 67.6783 70.584 63.7097 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.087213000  1037.39 0 18.5795  -  nan  -0.0914608 0.0965044 -0.148741  -0.0804275 0.066579 -0.154996  -0.3535 0.155789 10.0923  -0.958008 -1.52323 10.6866  - - -  - - -  75.3294 67.87 70.2168 63.9418 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.088443000  1037.39 0 18.5795  -  -  - - -  - - -  - - -  - - -  - - -  - - -  75.3294 67.87 70.2168 63.9418 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369107.090379000  1030.09 0 18.5795  -  nan  -0.0881628 0.0875594 -0.150611  -0.0804275 0.066579 -0.154996  -0.407073 0.00699026 10.1449  -0.958008 -1.52323 10.6866  - - -  - - -  75.2583 67.8434 70.2857 63.9396 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.091271000  1030.09 0 18.5795  -  -  - - -  - - -  - - -  - - -  - - -  - - -  75.2583 67.8434 70.2857 63.9396 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.093237000  1030.09 0 18.5795  -  -  - - -  - - -  - - -  - - -  - - -  - - -  75.2583 67.8434 70.2857 63.9396 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.093622000  1033.65 0 18.5795  -  nan  -0.0847425 0.0903309 -0.152825  -0.0575243 0.112385 -0.170442  -0.34981 -0.0472056 10.0635  1.47294 -1.77231 7.47007  - - -  - - -  75.0311 67.694 70.5524 63.9452 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.094193000  1033.65 0 19.2565  -  nan  -0.0806337 0.0883929 -0.14938  -0.0479369 0.0729706 -0.121973  -0.258545 -0.00287322 10.1358  2.6465 1.40827 12.4397  - - -  - - -  74.9989 67.694 70.5527 63.8746 - - - - 75.1089 53.0792 10.164 67.8334 23.1672 0.147 70.8617 29.6188 64.004 63.8325 34.5064 3.353 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.095181000  1037.97 0 19.2565  -  nan  -0.0778755 0.0875631 -0.14305  -0.0559264 0.0809601 -0.092678  -0.301443 0.0476957 10.0691  -1.66693 1.65735 7.94428  - - -  - - -  74.9782 67.7268 70.6045 63.9532 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.098602000  1039.74 0 19.2565  -  nan  -0.0732484 0.0861711 -0.132431  -0.0559264 0.0809601 -0.092678  -0.383359 0.14426 9.94162  -1.66693 1.65735 7.94428  - - -  - - -  74.8474 67.7809 70.516 64.0994 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.099183000  1039.74 0 19.2565  -  nan  -0.0713147 0.0855894 -0.127994  -0.0559264 0.0809601 -0.092678  -0.422456 0.190347 9.88078  -1.66693 1.65735 7.94428  - - -  - - -  74.8349 67.7817 70.5094 64.0554 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.100199000  1042.91 0 19.2565  -  nan  -0.0695968 0.0850726 -0.124051  -0.0559264 0.0809601 -0.092678  -0.460361 0.235031 9.8218  -1.66693 1.65735 7.94428  - - -  - - -  74.6518 67.8798 70.4085 64.2865 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.101491000  1050.73 0 19.2565  -  nan  -0.066049 0.0826513 -0.126792  -0.0378169 0.0633832 -0.148604  -0.468224 0.183153 9.8345  -0.718506 -1.46815 10.2387  - - -  - - -  74.5119 67.9634 70.3419 64.4464 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.102192000  1050.73 0 19.2565  -  -  - - -  - - -  - - -  - - -  - - -  - - -  74.4168 68.0241 70.3031 64.5397 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.103203000  1045.27 0 19.2565  -  nan  -0.0640866 0.0828787 -0.133746  -0.0484695 0.0846885 -0.189084  -0.410193 0.142996 9.80902  1.43701 -1.13524 8.99809  - - -  - - -  74.3918 67.9276 70.3942 64.557 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.104194000  1045.49 0 19.2565  -  nan  -0.0609161 0.0825456 -0.14147  -0.0356864 0.0798948 -0.202933  -0.340068 0.117048 9.81919  1.89207 -0.708926 10.1429  - - -  - - -  74.3918 67.9276 70.3942 64.557 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.105209000  1044.98 0 19.2565  -  nan  -0.0580996 0.0822497 -0.148331  -0.0356864 0.0798948 -0.202933  -0.27208 0.0918893 9.82905  1.89207 -0.708926 10.1429  - - -  - - -  74.562 68.0994 70.4774 64.1763 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.110526000  1045 0 19.2565  -  nan  -0.0531596 0.0799652 -0.150383  -0.0138484 0.0617853 -0.166714  -0.2128 0.128556 9.84503  1.67412 1.29571 10.3537  - - -  - - -  74.562 68.0994 70.4774 64.1763 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.112566000  1038.37 0 19.2565  -  nan  -0.0460617 0.0726245 -0.151269  -0.0245011 0.03036 -0.143811  -0.20166 0.151521 9.88838  -1.67651 -0.249082 10.7752  - - -  - - -  74.6235 67.9722 70.628 63.9689 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.113223000  1038.37 0 19.2565  -  -  - - -  - - -  - - -  - - -  - - -  - - -  74.7583 67.631 70.802 63.9554 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.114205000  1046.71 0 19.2565  -  nan  -0.038779 0.0664793 -0.153647  0.0191748 0.0175769 -0.172573  -0.237172 0.109191 9.87848  -1.36756 -1.23823 9.56331  - - -  - - -  74.8362 67.4028 70.8641 63.9999 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.115202000  1045.49 0 19.2565  -  nan  -0.0323093 0.06102 -0.15576  0.0191748 0.0175769 -0.172573  -0.271603 0.06815 9.86888  -1.36756 -1.23823 9.56331  - - -  - - -  74.6967 67.5814 71.0189 63.8702 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.116201000  1046.21 0 19.2565  -  nan  -0.0265619 0.0561703 -0.157637  0.0191748 0.0175769 -0.172573  -0.304984 0.0283591 9.85958  -1.36756 -1.23823 9.56331  - - -  - - -  74.6069 67.4126 71.1677 63.9698 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.117203000  1054.41 0 19.2565  -  nan  -0.0218723 0.052397 -0.164596  0.0154463 0.0223706 -0.219977  -0.255281 -0.024518 9.85259  1.32684 -1.70765 9.63037  - - -  - - -  74.4849 67.1598 71.3823 64.1216 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.121864000  1046.38 0 19.2565  -  nan  -0.0107174 0.0434218 -0.18115  0.0154463 0.0223706 -0.219977  -0.11507 -0.173681 9.8329  1.32684 -1.70765 9.63037  - - -  - - -  74.4151 66.7602 71.713 64.2297 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369107.124186000  1046.38 0 19.2565  -  -  - - -  - - -  - - -  - - -  - - -  - - -  74.4151 66.7602 71.713 64.2297 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.125822000  1054.68 0 19.2565  -  nan  -0.0074993 0.0388717 -0.178706  0.0181095 0.00266316 -0.159257  -0.147821 -0.13921 9.82921  -1.19032 0.958008 9.7118  - - -  - - -  74.4151 66.7602 71.713 64.2297 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.126829000  1049.89 0 19.2565  -  nan  -0.00464045 0.0348296 -0.176535  0.0181095 0.00266316 -0.159257  -0.179575 -0.10579 9.82564  -1.19032 0.958008 9.7118  - - -  - - -  74.5946 66.549 72.0851 63.8481 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.127173000  1049.35 0 19.2565  -  nan  -0.00210076 0.0312387 -0.174606  0.0181095 0.00266316 -0.159257  -0.210361 -0.073388 9.82217  -1.19032 0.958008 9.7118  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.128201000  1048.83 0 19.2565  -  nan  0.000155417 0.0280486 -0.172893  0.0181095 0.00266316 -0.159257  -0.24021 -0.0419727 9.81881  -1.19032 0.958008 9.7118  - - -  - - -  74.2351 66.2836 72.3706 64.1995 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.129200000  1047.02 0 19.2565  -  nan  0.00215972 0.0252147 -0.17137  0.0181095 0.00266316 -0.159257  -0.269149 -0.0115143 9.81555  -1.19032 0.958008 9.7118  - - -  - - -  74.1217 66.2588 72.4266 64.2791 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.130210000  1048 0 19.2565  -  nan  0.00191862 0.0207944 -0.168532  0 -0.0143811 -0.145941  -0.300709 -0.0682104 9.82975  -1.30529 -1.87291 10.2818  - - -  - - -  74.0341 66.2391 72.4705 64.3368 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.131194000  1047.71 0 19.2565  -  nan  0.00170444 0.0168676 -0.16601  0 -0.0143811 -0.145941  -0.331308 -0.12318 9.84352  -1.30529 -1.87291 10.2818  - - -  - - -  73.8887 66.2718 72.5311 64.3846 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.133007000  1047.19 0 19.2565  -  nan  0.000741175 0.012844 -0.16811  -0.00692422 -0.0191748 -0.184823  -0.250528 -0.124899 9.91304  2.32077 -0.179626 12.126  - - -  - - -  73.8887 66.2718 72.5311 64.3846 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.133548000  1045.12 0 19.2565  -  nan  -0.000114553 0.00926959 -0.169976  -0.00692422 -0.0191748 -0.184823  -0.172208 -0.126566 9.98045  2.32077 -0.179626 12.126  - - -  - - -  73.8887 66.2718 72.5311 64.3846 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.134191000  1045.12 0 19.2565  -  -  - - -  - - -  - - -  - - -  - - -  - - -  73.8887 66.2718 72.5311 64.3846 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.135183000  1046.63 0 19.2565  -  nan  -0.00586943 0.00686719 -0.173179  -0.0516653 -0.0122505 -0.198672  -0.12115 -0.0785761 10.013  1.50407 1.44899 11.0482  - - -  - - -  73.69 66.2791 72.6918 64.3647 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.136231000  1045.03 0 19.2565  -  nan  -0.0109819 0.00473297 -0.176025  -0.0516653 -0.0122505 -0.198672  -0.0716478 -0.032048 10.0445  1.50407 1.44899 11.0482  - - -  - - -  73.69 66.2791 72.6918 64.3647 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.137183000  1044.65 0 19.2565  -  nan  -0.0155236 0.00283702 -0.178553  -0.0516653 -0.0122505 -0.198672  -0.0236529 0.0130628 10.0751  1.50407 1.44899 11.0482  - - -  - - -  73.7407 66.4718 72.9035 63.9374 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.138186000  1044.11 0 19.2565  -  nan  -0.0186664 0.00269869 -0.179491  -0.0436758 0.0015979 -0.186954  -0.0408052 0.0872198 9.97056  -0.58678 2.44771 6.64378  - - -  - - -  73.7407 66.4718 72.9035 63.9374 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.139318000  1043.75 0 19.2565  -  nan  -0.0214583 0.0025758 -0.180324  -0.0436758 0.0015979 -0.186954  -0.057435 0.159118 9.86923  -0.58678 2.44771 6.64378  - - -  - - -  73.7621 66.6435 73.0253 63.5188 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.140180000  1043.31 0 19.2565  -  nan  -0.0287549 0.00288285 -0.178864  -0.0868191 0.00532632 -0.167247  -0.10996 0.0792789 9.90893  -1.78189 -2.46208 11.1728  - - -  - - -  73.7752 66.7154 73.0483 63.4077 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.141204000  1042.69 0 19.8968  -  nan  -0.0352369 0.00315563 -0.177567  -0.0868191 0.00532632 -0.167247  -0.160886 0.00187159 9.94743  -1.78189 -2.46208 11.1728  - - -  - - -  73.7571 66.894 73.0319 63.2392 - - - - 73.4862 26.5885 0.731 66.507 41.74 7.904 71.9321 49.9511 3.175 64.1766 29.0323 64.481 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.142209000  1042.69 0 19.8968  -  -  - - -  - - -  - - -  - - -  - - -  - - -  73.7571 66.894 73.0319 63.2392 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.143189000  1044.73 0 19.8968  -  nan  -0.0352276 0.00321958 -0.177069  -0.0351537 0.00372843 -0.173105  -0.0907682 -0.051293 9.8584  2.14115 -1.74357 7.02459  - - -  - - -  73.7793 67.4308 73.0598 62.7976 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.145978000  1044.73 0 19.8968  -  -  - - -  - - -  - - -  - - -  - - -  - - -  73.7793 67.4308 73.0598 62.7976 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.146173000  1045.72 0 19.8968  -  nan  -0.0302841 0.00208717 -0.179957  0.00905475 -0.00692422 -0.202933  0.00114138 -0.0257301 9.93141  2.92671 0.787961 12.2553  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.147538000  1045.72 0 19.8968  -  -  - - -  - - -  - - -  - - -  - - -  - - -  73.7656 67.4694 73.0436 62.7216 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.151072000  1041.43 0 19.8968  -  nan  -0.029304 0.0040184 -0.197455  -0.0436758 0.0122505 -0.268979  -0.0288462 0.154277 9.7846  -1.14482 2.91474 6.85455  - - -  - - -  73.7924 67.3253 73.0754 62.7307 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369107.153192000  1048.86 0 19.8968  -  nan  -0.0323337 0.0057538 -0.212533  -0.0436758 0.0122505 -0.268979  -0.0957938 0.319878 9.60882  -1.14482 2.91474 6.85455  - - -  - - -  74.352 67.2475 73.2229 62.1624 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.154172000  1048.33 0 19.8968  -  nan  -0.0335999 0.00647907 -0.218835  -0.0436758 0.0122505 -0.268979  -0.127746 0.398915 9.52493  -1.14482 2.91474 6.85455  - - -  - - -  74.6183 67.1395 73.4461 61.7625 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.157010000  1048.33 0 19.8968  -  -  - - -  - - -  - - -  - - -  - - -  - - -  74.6183 67.1395 73.4461 61.7625 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.157171000  1041.14 0 19.8968  -  nan  -0.0442537 0.0121844 -0.226022  -0.0692422 0.0255663 -0.24288  -0.177553 0.0400904 9.41032  -0.689766 -3.65001 8.23168  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.158179000  1041.14 0 19.8968  -  nan  -0.0470433 0.0136783 -0.227904  -0.0692422 0.0255663 -0.24288  -0.193155 -0.0723064 9.37442  -0.689766 -3.65001 8.23168  - - -  - - -  74.7511 67.1464 73.5638 61.4811 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.159185000  1049.89 0 19.8968  -  nan  -0.0434565 0.0151838 -0.230408  -0.0149137 0.0271642 -0.250337  -0.0710623 -0.0533256 9.47027  3.81527 0.550854 12.5212  - - -  - - -  74.9797 67.2106 73.6096 61.1299 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.160212000  1050.17 0 19.8968  -  nan  -0.0402701 0.0165213 -0.232633  -0.0149137 0.0271642 -0.250337  0.0473115 -0.0349228 9.56319  3.81527 0.550854 12.5212  - - -  - - -  75.1054 67.226 73.6424 60.9765 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.161196000  1050.17 0 19.8968  -  -  - - -  - - -  - - -  - - -  - - -  - - -  75.182 67.1189 73.6432 60.9978 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369107.162751000  1045.55 0 19.8968  -  nan  -0.033802 0.0250527 -0.241643  -0.00958738 0.0569916 -0.275371  0.169329 0.183982 9.56219  2.08127 3.61408 9.54655  - - -  - - -  75.182 67.1189 73.6432 60.9978 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
